source,target,type
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1549,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1549,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1550,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1550,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1550,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1550,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1551,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1471,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1552,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1552,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1552,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1552,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1553,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1553,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1553,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1553,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1554,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1554,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1554,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1554,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1426,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1555,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1509,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1556,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1556,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1556,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1556,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1557,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1557,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1414,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1557,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1415,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1557,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1416,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1558,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1558,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1419,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1558,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1420,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1558,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1558,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1454,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1558,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1559,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1423,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1560,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1423,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1561,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1426,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1562,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1426,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1563,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1426,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1564,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1564,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1426,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1572,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1573,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1574,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1575,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1575,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1575,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1575,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1576,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1576,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1576,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1576,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1576,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1577,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1578,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1489,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1505,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1506,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1579,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1509,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1580,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1581,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1581,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1581,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1581,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1581,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1581,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1513,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1582,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1583,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1584,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1586,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1587,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1588,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1589,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1589,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1589,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1590,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1591,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1592,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1404,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1593,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1593,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1593,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1593,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1594,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1594,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1594,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1594,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1438,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1594,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1595,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1596,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1597,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1598,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1600,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1600,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1600,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1600,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1601,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1601,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1602,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1602,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1602,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1603,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1407,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1603,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1436,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1604,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1604,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1605,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1605,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1606,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1606,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1607,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1607,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1607,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1611,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1612,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1613,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1617,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1617,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1618,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1618,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1619,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1619,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1620,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1620,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1620,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1621,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1621,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1622,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1622,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1623,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1623,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1623,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1624,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1624,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1624,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1625,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1626,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1627,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1628,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1632,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1633,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1471,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1634,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1634,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1634,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1501,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1634,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1509,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1634,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1518,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1635,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1636,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1637,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1638,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1639,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1640,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
